task,category
Invest in bonds,Finance
Schedule therapy appointment,Health
Prepare app development slides,Work
Do squat reps,Fitness
Schedule dentist appointment,Health
Email Gould LLC about extranet,Work
Bake personal-sized cakes,Cooking
Meet Amanda for consultation,Social
Schedule doctor appointment,Health
Cook billion-calorie meal,Cooking
Attend sales event,Social
Walk Elizabeth (dog) in park,Pets
Take Jason (dog) to vet,Pets
Go for 17-minute bike ride,Fitness
Book train tickets,Travel
Research singing techniques,Other
Email Hernandez about business attitude,Work
Learn executive skills,Other
Attend yoga class,Health
Submit headline report,Work
Plan trip to Mcdanielton,Travel
Research political science,Other
Invite Jared to seminar,Social
Attend belief workshop,Social
Plan trip to East Nicholas,Travel
Bake 7-layer cake,Cooking
Watch Catch show on Hulu,Entertainment
Listen to Jason Brown podcast,Entertainment
Organize TV setup,Home
Complete red team assignment,Education
Buy educational materials,Shopping
Bake future planning cake,Cooking
Help Karen with tasks,Family
Play solo game with Brad,Entertainment
Complete approach paper,Education
Take James (dog) to vet,Pets
Attend Zumba class,Fitness
Bake administrative cookies,Cooking
Research usability,Other
Clean basketball court,Home
Try new effortful recipe,Cooking
Attend optimization meeting at 06:50,Work
Read chapter 3 of Website Design,Education
Fix appearance issues,Home
Learn appearance factors,Other
Explore endpoint security,Other
Buy cultural artifacts,Shopping
Take Paula (cat) to vet,Pets
Email Liu Group about challenge,Work
Book flight tickets,Travel
Learn management skills,Other
Pick up groceries from Cameron Group,Shopping
Attend waiting list event,Social
Read chapter 14 of Info Systems,Education
Buy road atlas,Shopping
Read chapter 1 of Support Systems,Education
Fix belief system error,Home
Play page game with Julie,Entertainment
Walk Robert (dog) in park,Pets
Go for 47-minute walk,Fitness
Learn daily habits,Other
Clean takeout containers,Home
Prepare schema slides,Work
Take supplements at 20:31,Health
Organize red items,Personal
Go for 18-minute walk,Fitness
Organize success plan,Personal
Fix social performance,Home
Submit discussion paper,Work
Feed Joshua (dog) at 09:57,Pets
Cook quick breakfast,Cooking
Attend boys' event,Social
Cook fear-reducing meal,Cooking
Pack application forms,Travel
Pay utility bill,Finance
Organize town map,Personal
Learn detailed analysis,Other
Organize probability chart,Personal
Read chapter 16 of Market Forecasts,Education
Read chapter 13 of Hybrid Frameworks,Education
Invite Jon to market event,Social
Email Duncan about analyzer,Work
Plan ball event for Donald,Family
Bake message cookies,Cooking
Plan trip to Cindyside,Travel
Play billing game,Entertainment
Try new edge brownies,Cooking
Learn focus techniques,Other
Complete first draft assignment,Education
Walk Scott (dog) in park,Pets
Call Thomas for tree removal,Personal
Buy network equipment,Shopping
Fix tax test error,Home
Feed Jacob (cat) at 14:33,Pets
Invest in mutual funds,Finance
Study for weather exam,Education
Organize hair products,Home
Learn cold prevention,Other
Help Daniel with night shift,Family
Attend Zumba class,Fitness
Try low-calorie recipe,Cooking
Pay town tax bill,Finance
Pack location gear,Travel
Complete political science assignment,Education
Go for 47-minute walk,Fitness
Invite Vanessa to center event,Social
Walk Juan (dog) in park,Pets
Bake moving cake,Cooking
Take Joseph (dog) to vet,Pets
Email Jones about emulation,Work
Take bad reaction meds at 12:28,Health
Attend eastern event,Social
Explore church history,Other
Pack dictionary,Travel
Clean similar items,Home
Plan Megan's day,Family
Cook identification meal,Cooking
Help Nicholas with acting,Family
Plan important events,Personal
Take those meds at 02:50,Health
Feed Samantha (cat) at 13:37,Pets
Plan network setup,Family
Submit thought paper,Work
Complete joinery assignment,Education
Try paper-making recipe,Cooking
Attend hourly meeting,Social
Play training game,Entertainment
Walk Jack (dog) in park,Pets
Pack western gear,Travel
Call Kari for support,Personal
Pack conversation starters,Travel
Research put options,Other
Meet Bruce for couples therapy,Social
Watch Later show on Hulu,Entertainment
Feed Frank (dog) at 18:45,Pets
Attend e-tailer conference at 16:06,Work
Schedule doctor appointment,Health
Invite Linda to theory discussion,Social
Submit glass study report,Work
Plan Diana's start,Family
Watch Expert show on Disney+,Entertainment
Play alternative game,Entertainment
Buy officer uniform,Shopping
Go for 33-minute bike ride,Fitness
Plan Misty's shake-up,Family
Attend decade celebration,Social
Fix may effect error,Home
Bake leg exercises,Cooking
Organize password manager,Home
Order shared supplies online,Shopping
Help Regina with risk assessment,Family
Learn tough decisions,Other
Spend time with Lori,Family
Study for once-off exam,Education
Fix northern exposure,Home
Call Mitchell for standards,Personal
Organize handbag,Personal
Buy thank-you cards,Shopping
Pack figurines,Travel
Email Perez about instruction set,Work
Feed Lisa (cat) at 11:46,Pets
Order project supplies online,Shopping
Listen to Martha Watkins podcast,Entertainment
Feed Raymond (dog) at 18:25,Pets
Take Sarah (cat) to vet,Pets
Cook evidence-based dinner,Cooking
Take Anthony (dog) to vet,Pets
Play lawyer game,Entertainment
Research reality TV trends,Other
Attend church service,Social
Prepare scaling slides,Work
Submit sibling report,Work
Study for magnitude exam,Education
Read chapter 16 of Pricing Analysis,Education
Meet Beverly for campaign,Social
Call Douglas for art advice,Personal
Watch Sometimes show on Hulu,Entertainment
Attend customer event,Social
Try agreement cookies,Cooking
Bake rate increase cake,Cooking
Pack common items,Travel
Fix home energy system,Home
Watch Group show on Netflix,Entertainment
Plan Danny's later schedule,Family
Go for 44-minute jog,Fitness
Submit cold chain report,Work
Fix thought process error,Home
Study for evening exam,Education
Organize institutional decisions,Home
Fix bar tab system,Home
Read chapter 19 of Conglomerate Analysis,Education
Pack modern gear,Travel
Play service game,Entertainment
Help Virginia with half-marathon,Family
Take Heather (cat) to vet,Pets
Attend realization event,Social
Go for 45-minute jog,Fitness
Take food safety course,Health
Bake action cake,Cooking
Complete federal law assignment,Education
Prepare network deployment slides,Work
Try management recipe,Cooking
Complete groundwork assignment,Education
Buy colored response cards,Shopping
Attend global conference at 22:02,Work
Complete long-term assignment,Education
Complete about-face assignment,Education
Prepare channel strategy slides,Work
Research forward planning,Other
Cook fall harvest lunch,Cooking
Take Patricia (dog) to vet,Pets
Take our vitamins at 04:17,Health
Clean present wrapping area,Home
Clean behind furniture,Home
Buy boys' clothing,Shopping
Order student supplies online,Shopping
Plan Dustin's assumption,Family
Pay into account bill,Finance
Organize TV series,Home
Explore might strategies,Other
Clean more areas,Home
Meet Tyrone for events,Social
Fix performance reality check,Home
Cook home-style lunch,Cooking
Try new daily recipe,Cooking
Study for TOEFL exam,Education
Study for yeti mythology exam,Education
Go for 48-minute bike ride,Fitness
Email Cummings about capacity,Work
Call Charlene for red alert,Personal
Learn other languages,Other
Complete someone's assignment,Education
Plan Kathryn's budget,Family
Buy online materials,Shopping
Pay to-do list bill,Finance
Bake research cookies,Cooking
Learn maintenance skills,Other
Play trivia with Angela,Entertainment
Cook cultural breakfast,Cooking
Email Mcfarland about product,Work
Invite Kenneth to listening session,Social
Organize meeting walk,Home
Prepare branding slides,Work
Go for 11-minute swim,Fitness
Call Daniel for challenges,Personal
Complete our group assignment,Education
Feed Cole (dog) at 00:46,Pets
Order arrival supplies online,Shopping
Play raising game,Entertainment
Organize since-then files,Personal
Buy weather range gear,Shopping
Attend OK event,Social
Organize tough love system,Home
Walk Derrick (dog) in park,Pets
Help Charlotte with tasks,Family
Walk Anthony (dog) in park,Pets
Complete wonder assignment,Education
Buy nautical gear,Shopping
Fix building importance,Home
Try test kitchen recipe,Cooking
Watch Certainly show,Entertainment
Feed Deborah (cat) at 23:07,Pets
Listen to Holly Vaughan podcast,Entertainment
Take Daniel (dog) to vet,Pets
Order former supplies online,Shopping
Try movie-themed recipe,Cooking
Email Gray about infrastructure,Work
Complete discussion assignment,Education
Read chapter 9 of Knowledge Systems,Education
Attend systems conference at 01:56,Work
Organize TV uplink,Home
Read chapter 3 of Firmware Guide,Education
Play everyone's game,Entertainment
Attend joining event,Social
Watch Drug Wars show,Entertainment
Play tax game,Entertainment
Pay brought-forward bill,Finance
Try note-taking recipe,Cooking
Play benefit game,Entertainment
Feed Valerie (cat) at 09:18,Pets
Call Elizabeth for general advice,Personal
Order closing supplies online,Shopping
Prepare branding slides,Work
Explore accounting methods,Other
Watch Including show,Entertainment
Complete success metrics assignment,Education
Study for thought experiment exam,Education
Attend vortal systems meeting at 04:08,Work
Feed Tina (dog) at 17:26,Pets
Fix radio system,Home
Help David with section,Family
Bake practice cookies,Cooking
Feed Erin (cat) at 04:22,Pets
Walk Samantha (dog) in park,Pets
Study for IT security exam,Education
Submit address validation report,Work
Attend justice event,Social
Take nearby meds at 21:17,Health
Email Moore about standardization,Work
Help Kimberly with putting,Family
Fix bed frame,Home
Research step counting,Other
Prepare brick-and-mortar slides,Work
Submit oral report,Work
Order Republican merch online,Shopping
Organize research papers,Personal
Walk Hailey (dog) in park,Pets
Fix marital home,Home
Invite Jeremy to letter-writing,Social
Watch Him show,Entertainment
Bake interest cake,Cooking
Meet Heather for produce swap,Social
Try school lunch recipe,Cooking
Plan trip to East Sheri,Travel
